5.860210433,5.922553097,0,51.99378193,0
6.377578713,20.35397462,11.39822578,17.97934424,9.294981741
7.086479085,22.61642261,0,25.33039332,10.32816633
7.389482301,6.852065406,4.366512269,42.65746601,3.694741151
9.555374188,0,0,31.33687932,8.130970582
12.24990999,26.31521125,11.41988857,70.00729663,9.312647224
13.12399708,8.5707736,4.486264307,32.74303352,4.218427631
14.32968074,29.00163488,4.366512269,67.46498382,13.80971121
18.38198473,0,10.87385012,27.24935061,0
18.55883661,0,10.97846673,25.02829022,5.162493284
18.97309107,14.482092,4.486264307,84.63818664,4.218427631
19.39341515,19.39341515,0,21.23715532,0
21.79367853,23.0214914,0,22.86801479,0
24.81633598,20.38749908,4.486264307,136.4814446,4.218427631
27.71370414,0,10.7415473,58.25468535,8.130970582
28.18867172,43.3938616,11.39822578,40.86563198,9.294981741
28.9128307,45.67242784,0,48.23269185,10.32816633
29.12359399,19.39341515,0,53.14730705,8.2797174
31.18753711,40.72111973,15.87309187,154.4428095,13.50411439
31.64720227,45.71250353,11.41988857,91.24869768,9.312647224
34.03776572,49.30518,11.39822578,92.7607851,9.294981741
35.66282176,51.536643,4.366512269,89.84975856,13.80971121
36.76396947,0,21.74770025,54.49870122,0
37.09913293,0,21.94596596,50.03157716,10.31982923
38.7350349,47.71970859,20.33297692,198.0124559,17.27786329
41.11221626,71.88321363,11.39822578,118.0481828,19.6056171
41.11931453,42.3471274,0,44.03094717,0
43.10854372,20.24864123,33.08693934,72.38500097,9.246879496
44.34491496,53.34327236,20.22388134,248.566742,17.18515976
44.5841289,53.63102699,20.33297692,249.907609,17.27786329
46.06287703,0,21.59598759,83.00022484,13.23514191
47.44034612,45.67242784,10.95993869,75.69777632,10.32816633
47.86459213,19.39341515,11.08622425,78.42125877,13.49288238
50.35449507,45.71250353,22.48617445,116.4771947,14.51643642
54.03529993,51.536643,15.2347388,114.6267274,18.92036535
54.22310245,80.44542502,15.88000831,150.758506,23.81983052
54.23282001,50.91104935,4.482677896,76.74780524,4.215055335
54.5126664,68.24366279,10.95993869,100.9775595,20.63569695
54.93691242,41.9646501,11.08622425,103.7010419,23.80041301
55.42825105,0,32.78854287,77.20255859,10.31982923
55.60869584,0,21.59598759,114.3057673,21.35798152
56.15158007,28.76654252,37.54552829,104.9260457,13.43928404
56.731428,66.06441711,33.88324606,134.4547183,23.81047696
60.89470674,88.61187665,22.36613845,118.9694817,29.93718128
61.78182564,57.91103639,8.943453952,120.3261559,7.989558152
62.1113503,85.0739823,44.57839987,150.0291297,32.59323857
63.12112755,86.45707527,45.30313463,152.468233,33.12312418
64.6865711,41.9646501,11.08622425,135.6750778,32.09670642
65.8246374,28.76654252,37.54552829,136.6488673,21.67039494
66.88453113,59.92797766,19.62707803,146.6842481,23.05047538
68.41445824,85.8266536,21.66313241,146.1681662,37.0237036
68.42078307,8.48491887,37.22986759,109.6176002,14.49600024
70.61786546,63.50971093,10.90994409,158.3955451,41.72997449
70.6346255,88.61187665,22.36613845,150.9115755,38.22518669
71.75889138,64.53588505,11.08622425,160.954861,42.40423704
72.77474025,98.7156423,15.70958251,170.0931526,23.56419377
73.56423883,99.78656141,15.88000831,171.9384124,23.81983052
73.76702579,0,32.33753489,141.2235733,21.35798152
73.8177963,82.0554197,19.62707803,171.4669831,33.15534058
80.24464358,57.91103639,19.8651209,147.6953332,7.989558152
81.41331509,16.96983774,41.67119232,142.0326418,18.67217124
85.12346284,48.06536795,37.54552829,157.7824402,21.67039494
87.20960833,22.82779368,41.67119232,193.4593287,18.67217124
92.75497535,18.98794955,32.33753489,162.0167152,21.35798152
96.47593396,74.84480191,19.24028885,163.5881209,7.738256787
99.60900831,77.27540112,19.8651209,168.9006763,7.989558152
